chromosome,position,rsr,t_read,c_read,total_reads,strand
chr3,19984619,8.503157991859924,1320,1119,2439,+
chr3,19984620,13.469142239156232,1739,1406,3145,+
chr3,22381731,2.11278176294897,1253,910,2163,+
chr3,22381733,1.8602345272184222,2307,1615,3922,+
chr3,22381740,1.2489236713636234,2459,1760,4219,+
chr3,22381741,0.8825979242077608,2544,1827,4371,+
chr3,22381899,2.2470680579924283,1186,636,1822,+
chr3,22381913,1.7660098522167489,716,405,1121,+
chr3,22382000,2.0283576223936044,2166,1432,3598,+
chr3,23887673,3.0129098360655737,753,609,1362,+
chr3,23887674,3.0129098360655737,753,609,1362,+
chr3,23889232,2.3431773879142304,828,539,1367,+
chr3,23890680,15.84512222139178,3471,244,3715,+
chr3,23890681,16.052402804255017,4134,266,4400,+
chr3,23890682,30.16372391653291,1565,88,1653,+
chr3,23890684,27.09733870464587,3273,184,3457,+
chr3,23890685,44.64255160411016,6153,1168,7321,+
chr3,23890686,24.91317267840168,4185,2977,7162,+
chr3,23890687,24.894037733273485,7224,4889,12113,+
chr3,23890688,20.50194061026377,5174,4769,9943,+
chr3,23890706,2.86054307743882,741,941,1682,+
chr3,23917131,1.5034465870829508,685,604,1289,+
chr3,23917133,1.1823829640472419,1663,1402,3065,+
chr3,23917134,0.9941688955317809,1005,895,1900,+
chr3,23917171,1.5503713228540688,843,718,1561,+
chr3,23917187,1.8488855622089155,516,500,1016,+
chr3,23917190,1.7715664901899717,733,493,1226,+
chr3,23918455,1.9907908209638845,802,324,1126,+
chr3,23918476,1.5059417561611237,3025,2036,5061,+
chr3,23918477,1.2335744673147382,4968,3353,8321,+
chr3,23918478,1.1087271710703195,1339,620,1959,+
chr3,23918479,1.2073120516304192,3500,2385,5885,+
chr3,23918482,2.1146537842190014,937,413,1350,+
chr3,23918488,1.3610350534075522,1076,577,1653,+
chr3,23918492,1.8141402124653496,2625,1284,3909,+
chr3,23918504,1.4020477047840534,5924,3571,9495,+
chr3,23918530,1.2816891310461922,20348,13273,33621,+
chr3,23918532,1.2781253781841864,16136,11139,27275,+
chr3,23918534,1.1983694740022155,4779,3843,8622,+
chr3,23918538,1.386301397969102,15560,10044,25604,+
chr3,23919352,1.6312249900483966,3663,1617,5280,+
chr3,23919354,0.7877081167323248,6432,5004,11436,+
chr3,23919363,1.2980848110052379,4613,2066,6679,+
chr3,23919364,1.42083644510829,3804,2209,6013,+
chr3,23919384,1.3608614634354521,16675,10309,26984,+
chr3,23919408,1.4357190540702525,23680,15467,39147,+
chr3,23919462,1.428219541011779,7914,4504,12418,+
chr3,23919623,1.6083916083916083,1149,714,1863,+
chr3,23919626,1.4394849405241055,4074,2415,6489,+
chr3,23919642,1.8499053636738816,2130,1190,3320,+
chr3,23919647,1.8753193269908384,2332,1375,3707,+
chr3,23919654,1.9039630958484661,4465,2886,7351,+
chr3,23919934,0.6790013122765737,1538,1077,2615,+
chr3,23919955,1.5136698263390744,3609,2709,6318,+
chr3,23919998,0.4789245982694684,1106,808,1914,+
chr3,23920045,1.761198706953424,1694,1143,2837,+
chr3,23920130,1.7607034997335231,1165,865,2030,+
chr3,23920429,2.383330339500629,855,585,1440,+
chr3,23980369,5.873976522291003,506,662,1168,+
chr3,27633211,2.586759831374092,515,494,1009,+
chr3,27633215,1.3993167854226962,1344,1088,2432,+
chr3,27633217,1.3993167854226962,1344,1088,2432,+
chr3,27633553,1.3194566555301566,782,483,1265,+
chr3,27633554,1.1373394351765698,1346,895,2241,+
chr3,27633555,1.0397289663726699,2217,1426,3643,+
chr3,28319532,0.5805008944543828,648,515,1163,+
chr3,31533026,3.0502708614187353,931,714,1645,+
chr3,31533262,2.275564842627661,967,493,1460,+
chr3,31533263,1.7936058744288916,1255,679,1934,+
chr3,31533284,0.7338153801467144,2242,1477,3719,+
chr3,31533285,0.6178925660414417,967,598,1565,+
chr3,31533286,1.020408163265306,911,587,1498,+
chr3,31576396,3.0761060690782394,771,569,1340,+
chr3,31576410,0.570068998334523,598,466,1064,+
chr3,31576422,1.313878677084377,1035,780,1815,+
chr3,31576445,1.6847619047619047,792,545,1337,+
chr3,31579910,0.5799608691174956,703,497,1200,+
chr3,31579931,0.5839283690354754,643,518,1161,+
chr3,31579978,3.755952380952381,630,503,1133,+
chr3,31596798,0.5014781966001478,1179,819,1998,+
chr3,31596800,0.5014781966001478,1179,819,1998,+
chr3,31615180,2.85792770025272,764,478,1242,+
chr3,31622123,0.5293385490753911,686,455,1141,+
chr3,31622230,0.9940096618357487,642,574,1216,+
chr3,31622232,0.9940096618357487,642,574,1216,+
chr3,31623737,1.9305731142014328,732,451,1183,+
chr3,31624914,1.4711498088829948,814,494,1308,+
chr3,31624975,2.248354278874925,883,556,1439,+
chr3,31625957,2.117169373549884,583,430,1013,+
chr3,31626032,1.872053872053872,694,494,1188,+
chr3,31629377,2.662531017369728,1072,712,1784,+
chr3,31629379,2.0386540120793795,715,609,1324,+
chr3,31629388,1.8322218322218324,899,813,1712,+
chr3,31629393,1.518098415346122,957,871,1828,+
chr3,31632935,2.399395702775291,1020,1116,2136,+
chr3,31632945,1.7837073581613625,1288,1510,2798,+
chr3,31633007,2.615235971757711,925,584,1509,+
chr3,31635989,0.4725818181818182,854,624,1478,+
chr3,31636049,0.4061028612821442,689,501,1190,+
chr3,31636371,1.8671749598715894,704,444,1148,+
chr3,31636657,2.303586278586278,1080,739,1819,+
chr3,31637356,3.1079404466501237,667,495,1162,+
chr3,32685435,0.4778711484593838,852,398,1250,+
chr3,32685436,0.4778711484593838,852,398,1250,+
chr3,33114240,2.1298419584753643,710,460,1170,+
chr3,33114277,0.304222093695778,525,545,1070,+
chr3,33114279,0.304222093695778,525,545,1070,+
chr3,33114381,1.0790742526518804,745,609,1354,+
chr3,33114382,1.480566749960516,1358,1088,2446,+
chr3,33114498,2.111817004647721,906,560,1466,+
chr3,33114521,1.4166432123088468,905,560,1465,+
chr3,33120345,1.8531139835487667,746,620,1366,+
chr3,33120347,0.6316353887399464,1177,745,1922,+
chr3,33120348,1.6470479104220448,1344,1187,2531,+
chr3,33120354,1.4889632596041291,2414,1826,4240,+
chr3,33124452,1.3894014084507045,1878,1199,3077,+
chr3,33124455,1.5099399849962492,1842,1332,3174,+
chr3,33124492,1.4556827529476282,1572,1041,2613,+
chr3,33124495,1.1090413648231567,5921,4053,9974,+
chr3,33124496,0.6665244693195004,3550,2253,5803,+
chr3,33124540,1.3162077629082705,2566,1575,4141,+
chr3,33129941,0.7007966679194829,2067,1488,3555,+
chr3,33132565,1.165915616990006,5787,3901,9688,+
chr3,33132566,1.014239512685255,4194,2653,6847,+
chr3,33134196,1.8517297753401536,1324,997,2321,+
chr3,33142485,1.6398740715234394,900,700,1600,+
chr3,33142815,0.5608012344628286,1548,1162,2710,+
chr3,33142828,3.6388506650430488,624,457,1081,+
chr3,33142922,0.9589495113249787,3980,2747,6727,+
chr3,33142923,0.7649167775218196,1520,1257,2777,+
chr3,33142924,1.4912590126000032,1354,757,2111,+
chr3,33142932,0.6061794582392777,2386,1771,4157,+
chr3,33142933,0.6061794582392777,2386,1771,4157,+
chr3,33142934,1.9993751421831167,2385,1626,4011,+
chr3,33142935,2.2758896441423437,1422,1036,2458,+
chr3,33142993,1.3541285398619978,1426,1100,2526,+
chr3,33143691,3.064662676816726,765,579,1344,+
chr3,33143915,12.12338948839389,1108,373,1481,+
chr3,33143930,8.025682944002682,692,359,1051,+
chr3,33143933,9.757604658543586,1270,1133,2403,+
chr3,33143934,9.757604658543588,1270,1133,2403,+
chr3,33143948,0.2875275265216193,659,774,1433,+
chr3,33144126,2.3143812709030103,864,574,1438,+
chr3,33144127,2.3143812709030103,864,574,1438,+
chr3,33144153,2.4807298772169166,745,732,1477,+
chr3,33144157,1.6354580152671756,1241,1047,2288,+
chr3,33144159,1.8430776612528874,2822,2619,5441,+
chr3,33144161,2.1144644216133943,1326,1167,2493,+
chr3,33144362,0.3965695517304301,651,400,1051,+
chr3,33144364,0.3965695517304301,651,400,1051,+
chr3,33144518,1.7108695879547837,586,469,1055,+
chr3,33144841,0.29670042405438246,938,652,1590,+
chr3,33144958,4.5145889491966065,1170,885,2055,+
chr3,33144959,3.8111332007952283,638,502,1140,+
chr3,33826505,2.2834467120181405,688,545,1233,+
chr3,33826507,2.2834467120181405,688,545,1233,+
chr3,33836116,1.8671424453905545,919,696,1615,+
chr3,33838231,2.547915704615813,1024,717,1741,+
chr3,33838255,2.5240929340705973,963,707,1670,+
chr3,33855221,0.4814077025232404,724,501,1225,+
chr3,33866508,1.0204592901878915,657,478,1135,+
chr3,33866509,1.0204592901878915,657,478,1135,+
chr3,33869375,1.9655788582714195,835,685,1520,+
chr3,33869376,1.5221950622985734,1169,935,2104,+
chr3,37325932,2.1839601861686018,606,407,1013,+
chr3,37326090,2.956745948502212,902,665,1567,+
chr3,37326140,0.5273133193995819,652,553,1205,+
chr3,37326387,1.9898346327774021,854,594,1448,+
chr3,39391971,5.957771905038158,775,469,1244,+
chr3,39391988,3.5610076989013923,728,466,1194,+
chr3,39406719,0.8726876535054705,8711,3342,12053,+
chr3,39406720,1.05370217398933,11207,4507,15714,+
chr3,39406721,0.8690110922843814,8157,2797,10954,+
chr3,39406728,0.5941686367218282,883,845,1728,+
chr3,39406731,0.6457216940363008,963,889,1852,+
chr3,39406737,0.6832630098452883,1734,1579,3313,+
chr3,39407631,1.3742134905910417,7652,3919,11571,+
chr3,39407632,1.3742134905910417,7652,3919,11571,+
chr3,39407641,1.3628236362885575,9745,5367,15112,+
chr3,39407642,1.2782942368125312,21422,13303,34725,+
chr3,39407644,1.213163543655864,11677,7936,19613,+
chr3,39407715,1.5493581427897105,6777,4925,11702,+
chr3,39407716,1.5493581427897105,6777,4925,11702,+
chr3,39407723,1.3801887580389207,3965,1841,5806,+
chr3,39407736,1.5737831936775193,12143,7739,19882,+
chr3,39407742,1.2758791987853333,15701,11082,26783,+
chr3,39408611,1.1947671606295158,27680,18164,45844,+
chr3,39408617,1.513703787454646,16180,11160,27340,+
chr3,39408618,1.3516938740436462,29245,19015,48260,+
chr3,39408624,1.4982879883170748,9042,6526,15568,+
chr3,39410761,1.6344298578112857,1259,702,1961,+
chr3,39410776,0.24732872407291007,786,295,1081,+
chr3,39410783,1.672871287128713,639,504,1143,+
chr3,39410786,2.3324514991181657,1057,404,1461,+
chr3,39410788,1.7120379620379618,913,615,1528,+
chr3,39410790,0.4451242236024845,1302,459,1761,+
chr3,39410792,1.3981208053691276,1091,744,1835,+
chr3,39410795,1.5590400333202505,2878,1463,4341,+
chr3,39411719,1.8687404265347,792,413,1205,+
chr3,39411720,1.904160237885908,888,501,1389,+
chr3,39411722,0.8203944112786459,1061,575,1636,+
chr3,39411723,0.7394594985467333,1139,687,1826,+
chr3,39411728,0.4534656050124005,578,488,1066,+
chr3,39411730,0.4534656050124005,578,488,1066,+
chr3,39411746,1.4142463284513602,2311,1476,3787,+
chr3,39411752,0.5787416671875225,1982,1176,3158,+
chr3,39411757,1.4084120462677017,2367,1434,3801,+
chr3,39411760,1.3621949609814048,3081,2145,5226,+
chr3,39411762,1.3692165800449771,6576,4704,11280,+
chr3,39411763,1.4038356135130905,5105,3696,8801,+
chr3,39411764,1.382025214093616,7088,4653,11741,+
chr3,39411896,1.360106051154086,2447,1831,4278,+
chr3,39411899,0.9874712487388909,15615,8755,24370,+
chr3,39411900,1.1530831920353244,18550,10072,28622,+
chr3,39411901,1.0340026682174257,12307,6323,18630,+
chr3,39411902,1.3077551631999376,18892,13433,32325,+
chr3,39411903,1.3072786498553814,7923,5959,13882,+
chr3,39411906,1.3945904761904764,4575,3499,8074,+
chr3,39411922,1.484003068348159,10186,6639,16825,+
chr3,39411923,1.3467286605624562,17769,10863,28632,+
chr3,39411937,1.7452909800494305,6671,4773,11444,+
chr3,39411944,0.9436361604328342,26342,15171,41513,+
chr3,39411945,0.9436361604328342,26342,15171,41513,+
chr3,39412474,3.730763855461192,650,428,1078,+
chr3,40309954,2.5427916578672303,631,466,1097,+
chr3,40312012,0.48837401286354765,908,647,1555,+
chr3,40312194,1.9648161168314568,979,734,1713,+
chr3,40457328,1.3194247976130316,750,586,1336,+
chr3,40457330,1.501987054389685,975,708,1683,+
chr3,40457337,1.1143566708805148,771,728,1499,+
chr3,40458651,1.8803611738148984,781,442,1223,+
chr3,40458653,1.8803611738148984,781,442,1223,+
chr3,40458654,1.0747126436781609,747,347,1094,+
chr3,40458655,1.3788815621724975,1253,695,1948,+
chr3,40458664,1.8224043715847,666,365,1031,+
chr3,40458671,1.5310519645120404,905,525,1430,+
chr3,40458681,1.440029037092544,1756,1255,3011,+
chr3,40458687,1.4963552489917569,5632,3715,9347,+
chr3,40458688,1.472147669424663,6768,4286,11054,+
chr3,40458689,1.3463926089242553,4062,2542,6604,+
chr3,40458690,1.37559820342701,10993,6982,17975,+
chr3,40458692,1.4761290326675411,7001,4801,11802,+
chr3,40458709,1.1848248127148613,17041,11756,28797,+
chr3,40458710,1.308343727669636,12913,9216,22129,+
chr3,40458711,1.308343727669636,12913,9216,22129,+
chr3,40458722,1.2709891531865865,19059,15014,34073,+
chr3,40458723,1.2263838671991294,12802,9916,22718,+
chr3,40461404,0.9689561209894355,610,545,1155,+
chr3,40461607,1.176531742713282,11854,6453,18307,+
chr3,40461608,1.2391301145290703,7383,4300,11683,+
chr3,40461609,1.2276845308853306,14841,8669,23510,+
chr3,40461613,1.400312670414567,11544,6792,18336,+
chr3,40461614,1.3924830921512747,15081,9530,24611,+
chr3,40461622,1.2713228557333145,3468,2026,5494,+
chr3,40461627,1.4164864584414478,12174,8520,20694,+
chr3,40462042,0.4750785253760952,4234,3681,7915,+
chr3,40462043,0.5901920943559884,7616,5611,13227,+
chr3,40462048,0.6703879213601603,13396,8513,21909,+
chr3,40462049,0.7007713958473376,17150,11084,28234,+
chr3,40462062,1.5668173499267937,9221,6829,16050,+
chr3,40462063,1.5001041767879237,18613,12850,31463,+
chr3,40462072,1.6152781882999439,11502,9331,20833,+
chr3,40462073,1.5050925408369058,18191,13439,31630,+
chr3,40462076,1.4773022074434563,6456,5428,11884,+
chr3,40462077,1.3131520062686413,7614,4706,12320,+
chr3,40462140,1.2473955992888306,21808,16977,38785,+
chr3,40761620,0.9589372612631468,1214,658,1872,+
chr3,40761622,0.7657078277841011,2893,1434,4327,+
chr3,40761623,0.676383358786202,2941,1362,4303,+
chr3,40761627,0.8430911767486461,1134,432,1566,+
chr3,40761629,1.6298862372765373,2589,1298,3887,+
chr3,40761630,2.18693372802346,2107,870,2977,+
chr3,40761632,1.6104736317151094,8267,4144,12411,+
chr3,40761634,1.3753941705661756,9721,5236,14957,+
chr3,40761635,1.2885933503836318,10719,5864,16583,+
chr3,40761637,1.3896390324895471,13897,7315,21212,+
chr3,40761638,1.4500341721257244,12272,6963,19235,+
chr3,40761640,1.4126505466158406,21675,11542,33217,+
chr3,40761642,1.4234531597849327,14701,7574,22275,+
chr3,40761647,1.247170857056482,5380,3344,8724,+
chr3,40761657,2.059035146160608,19331,12408,31739,+
chr3,40761658,1.8988617902409066,24421,14575,38996,+
chr3,40761661,1.779010690437383,20407,14028,34435,+
chr3,40761663,1.565246836361258,39228,29661,68889,+
chr3,40761664,1.4063815422740809,55493,38816,94309,+
chr3,40761665,1.3492477425948923,56596,38760,95356,+
chr3,40761666,1.5634321710448356,36617,32192,68809,+
chr3,40761667,0.9105039766417611,26716,12022,38738,+
chr3,40761668,1.5250263752971467,25028,20808,45836,+
chr3,40761669,0.8841328918362042,30556,13688,44244,+
chr3,40761670,0.935003561730586,21853,9786,31639,+
chr3,41224577,2.058894230769231,570,467,1037,+
chr3,41224591,1.7352579852579857,564,443,1007,+
chr3,41224612,3.1972713864306788,666,451,1117,+
chr3,41224738,1.799950787401575,1329,1015,2344,+
chr3,41224739,1.799950787401575,1329,1015,2344,+
chr3,41224953,1.7200657894736844,580,455,1035,+
chr3,41224965,1.7611844222722883,683,477,1160,+
chr3,41225045,1.6483024807848006,1202,882,2084,+
chr3,41225049,2.2880593385214008,606,513,1119,+
chr3,41225128,2.291929463251384,613,456,1069,+
chr3,41225142,1.7316137566137566,688,503,1191,+
chr3,41225149,1.6555183946488294,719,551,1270,+
chr3,41225342,0.48009438009438027,588,517,1105,+
chr3,41225766,1.559396193393131,809,652,1461,+
chr3,41233646,2.1450292397660817,654,474,1128,+
chr3,41233718,2.103695029924538,702,426,1128,+
chr3,41233787,2.251842751842752,610,406,1016,+
chr3,41233805,0.5715691096901131,663,427,1090,+
chr3,41235727,3.136,636,454,1090,+
chr3,41235728,7.056758752989888,1517,1090,2607,+
chr3,41235740,2.180278281911676,815,683,1498,+
chr3,41235742,2.1197400955895755,1303,993,2296,+
chr3,41235745,0.8721576817647827,927,814,1741,+
chr3,41235746,0.8721576817647827,927,814,1741,+
chr3,41235788,1.90643585386576,618,427,1045,+
chr3,41235815,2.8318464904898164,700,456,1156,+
chr3,41236354,3.7375494071146234,787,459,1246,+
chr3,41236604,3.074688796680498,569,481,1050,+
chr3,41236635,0.5284005979073244,706,445,1151,+
chr3,41236636,1.9304915082667864,612,522,1134,+
chr3,41236644,1.8371647509578546,821,521,1342,+
chr3,41238026,1.7440653286556498,970,779,1749,+
chr3,41238032,2.3401072059574632,1217,827,2044,+
chr3,41239442,12.696334452079949,621,431,1052,+
chr3,41240015,0.47605322522701277,771,500,1271,+
chr3,41240022,0.8775506509269281,813,605,1418,+
chr3,41240024,0.845272612735291,658,523,1181,+
chr3,41240051,2.066898556249107,1057,676,1733,+
chr3,41240083,2.158426368952685,724,494,1218,+
chr3,41240135,1.9343283582089554,971,669,1640,+
chr3,41240293,1.6147071158954283,699,621,1320,+
chr3,41240349,2.9128043990573445,926,669,1595,+
chr3,44401258,2.070409632247088,790,565,1355,+
chr3,44401259,2.214463387940563,1049,780,1829,+
chr3,44401274,1.8012811387900358,683,561,1244,+
chr3,44840393,3.135678887369227,1392,812,2204,+
chr3,44840415,3.611570247933885,873,604,1477,+
chr3,44840416,3.611570247933885,873,604,1477,+
