transcript,position,rsr,total_reads
ENST00000320954.11,3186,0.3965695517304301,1051
ENST00000320954.11,3340,1.7108695879547835,1055
ENST00000320954.11,3663,0.2967004240543825,1590
ENST00000320954.11,3780,4.514588949196607,2055
ENST00000320954.11,3781,3.811133200795228,1140
ENST00000457054.6,800,2.2834467120181405,1233
ENST00000457054.6,802,2.2834467120181405,1233
ENST00000457054.6,1080,1.8671424453905543,1615
ENST00000457054.6,1258,2.547915704615813,1741
ENST00000457054.6,1282,2.5240929340705973,1670
ENST00000457054.6,2254,0.4814077025232404,1225
ENST00000457054.6,2763,1.0204592901878915,1135
ENST00000457054.6,2764,1.0204592901878915,1135
ENST00000457054.6,5630,1.9655788582714195,1520
ENST00000457054.6,5631,1.5221950622985734,2104
ENST00000361924.7,4326,2.1839601861686018,1013
ENST00000361924.7,4484,2.956745948502212,1567
ENST00000361924.7,4534,0.5273133193995819,1205
ENST00000361924.7,4781,1.989834632777402,1448
ENST00000650617.1,930,5.9577719050381575,1244
ENST00000650617.1,947,3.5610076989013923,1194
ENST00000475346.1,2,0.8726876535054705,12053
ENST00000475346.1,3,1.05370217398933,15714
ENST00000301821.11,2,0.8690110922843814,10954
ENST00000301821.11,9,0.5941686367218282,1728
ENST00000301821.11,12,0.6457216940363008,1852
ENST00000301821.11,18,0.6832630098452883,3313
ENST00000301821.11,56,1.3742134905910417,11571
ENST00000301821.11,57,1.3742134905910417,11571
ENST00000301821.11,66,1.3628236362885575,15112
ENST00000301821.11,67,1.2782942368125312,34725
ENST00000301821.11,69,1.213163543655864,19613
ENST00000301821.11,140,1.5493581427897103,11702
ENST00000301821.11,141,1.5493581427897103,11702
ENST00000301821.11,148,1.3801887580389207,5806
ENST00000301821.11,161,1.5737831936775193,19882
ENST00000301821.11,167,1.2758791987853333,26783
ENST00000301821.11,217,1.1947671606295158,45844
ENST00000301821.11,223,1.513703787454646,27340
ENST00000301821.11,224,1.3516938740436462,48260
ENST00000301821.11,230,1.4982879883170748,15568
ENST00000495394.1,503,1.6344298578112857,1961
ENST00000495394.1,518,0.2473287240729101,1081
ENST00000495394.1,525,1.672871287128713,1143
ENST00000495394.1,528,2.3324514991181657,1461
ENST00000495394.1,530,1.7120379620379618,1528
ENST00000495394.1,532,0.4451242236024845,1761
ENST00000495394.1,534,1.3981208053691276,1835
ENST00000495394.1,537,1.5590400333202503,4341
ENST00000495394.1,1461,1.8687404265347,1205
ENST00000495394.1,1462,1.9041602378859082,1389
ENST00000495394.1,1464,0.8203944112786459,1636
ENST00000495394.1,1465,0.7394594985467333,1826
ENST00000495394.1,1470,0.4534656050124005,1066
ENST00000495394.1,1472,0.4534656050124005,1066
ENST00000495394.1,1488,1.4142463284513602,3787
ENST00000495394.1,1494,0.5787416671875225,3158
ENST00000495394.1,1499,1.4084120462677017,3801
ENST00000495394.1,1502,1.3621949609814048,5226
ENST00000495394.1,1504,1.3692165800449771,11280
ENST00000495394.1,1505,1.4038356135130905,8801
ENST00000495394.1,1506,1.382025214093616,11741
ENST00000232905.4,248,2.5427916578672303,1097
ENST00000232905.4,575,0.4883740128635477,1555
ENST00000232905.4,757,1.9648161168314568,1713
ENST00000338970.10,37,1.3194247976130316,1336
ENST00000338970.10,39,1.5019870543896852,1683
ENST00000338970.10,46,1.1143566708805148,1499
ENST00000396203.7,248,1.8803611738148984,1223
ENST00000396203.7,250,1.8803611738148984,1223
ENST00000396203.7,251,1.0747126436781609,1094
ENST00000396203.7,252,1.3788815621724977,1948
ENST00000396203.7,261,1.8224043715847,1031
ENST00000396203.7,268,1.5310519645120404,1430
ENST00000396203.7,278,1.440029037092544,3011
ENST00000396203.7,284,1.4963552489917569,9347
ENST00000396203.7,285,1.4721476694246631,11054
ENST00000396203.7,286,1.3463926089242553,6604
ENST00000396203.7,287,1.3755982034270098,17975
ENST00000396203.7,289,1.4761290326675411,11802
ENST00000396203.7,306,1.1848248127148613,28797
ENST00000396203.7,307,1.308343727669636,22129
ENST00000396203.7,308,1.308343727669636,22129
ENST00000396203.7,319,1.2709891531865865,34073
ENST00000396203.7,320,1.2263838671991294,22718
ENST00000457554.1,76,0.9589372612631468,1872
ENST00000457554.1,78,0.7657078277841011,4327
ENST00000457554.1,79,0.676383358786202,4303
ENST00000457554.1,83,0.8430911767486461,1566
ENST00000457554.1,85,1.6298862372765373,3887
ENST00000457554.1,86,2.18693372802346,2977
ENST00000457554.1,88,1.6104736317151094,12411
ENST00000457554.1,90,1.3753941705661756,14957
ENST00000457554.1,91,1.2885933503836318,16583
ENST00000457554.1,93,1.3896390324895471,21212
ENST00000457554.1,94,1.4500341721257244,19235
ENST00000457554.1,96,1.4126505466158406,33217
ENST00000457554.1,98,1.4234531597849327,22275
ENST00000457554.1,103,1.247170857056482,8724
ENST00000457554.1,113,2.0590351461606082,31739
ENST00000457554.1,114,1.8988617902409064,38996
ENST00000457554.1,117,1.779010690437383,34435
ENST00000457554.1,119,1.565246836361258,68889
ENST00000457554.1,120,1.4063815422740809,94309
ENST00000457554.1,121,1.3492477425948923,95356
ENST00000457554.1,122,1.5634321710448356,68809
ENST00000457554.1,123,0.9105039766417612,38738
ENST00000457554.1,124,1.525026375297147,45836
ENST00000457554.1,125,0.8841328918362042,44244
ENST00000457554.1,126,0.935003561730586,31639
ENST00000349496.11,279,2.058894230769231,1037
ENST00000349496.11,293,1.7352579852579857,1007
ENST00000349496.11,314,3.1972713864306788,1117
ENST00000349496.11,440,1.7999507874015748,2344
ENST00000349496.11,441,1.7999507874015748,2344
ENST00000485265.2,238,2.1450292397660817,1128
ENST00000485265.2,310,2.103695029924538,1128
ENST00000485265.2,379,2.251842751842752,1016
ENST00000485265.2,397,0.5715691096901131,1090
ENST00000485265.2,2319,3.136,1090
ENST00000485265.2,2320,7.0567587529898885,2607
ENST00000485265.2,2332,2.1802782819116757,1498
ENST00000485265.2,2334,2.1197400955895755,2296
ENST00000485265.2,2337,0.8721576817647827,1741
ENST00000485265.2,2338,0.8721576817647827,1741
ENST00000485265.2,2380,1.90643585386576,1045
ENST00000485265.2,2407,2.8318464904898164,1156
ENST00000485265.2,2946,3.737549407114624,1246
ENST00000485265.2,3196,3.074688796680498,1050
ENST00000485265.2,3227,0.5284005979073244,1151
ENST00000485265.2,3228,1.9304915082667864,1134
ENST00000485265.2,3236,1.8371647509578544,1342
ENST00000471014.2,180,1.7440653286556498,1749
ENST00000471014.2,186,2.3401072059574632,2044
ENST00000644501.1,652,12.696334452079947,1052
ENST00000342649.9,1287,2.070409632247088,1355
ENST00000342649.9,1288,2.214463387940563,1829
ENST00000342649.9,1303,1.8012811387900358,1244
ENST00000438321.5,3459,3.135678887369227,2204
ENST00000438321.5,3481,3.611570247933885,1477
ENST00000438321.5,3482,3.611570247933885,1477
ENST00000438321.5,3501,1.7412046601059419,1271
ENST00000438321.5,3533,1.7270805518469068,1362
ENST00000438321.5,3541,1.0753327527563412,2646
ENST00000438321.5,3545,1.899700598802396,1204
ENST00000438321.5,3548,1.5454760062731532,1982
ENST00000438321.5,3551,4.508166969147005,2858
ENST00000438321.5,3552,4.508166969147005,2858
ENST00000265564.8,589,0.40174486306803,3523
ENST00000265564.8,857,1.7764505188358493,1343
ENST00000265564.8,863,0.4441882780216322,1014
ENST00000265562.5,2061,1.217947102445407,1327
ENST00000265562.5,2065,2.0009510533566788,1253
ENST00000265562.5,2080,2.507581711251376,1240
ENST00000472718.5,458,3.078666253416161,1340
ENST00000472718.5,466,1.4886558442649125,1132
ENST00000472718.5,484,0.4506517690875233,1236
ENST00000472718.5,485,0.4506517690875233,1236
ENST00000472718.5,509,3.5929807457957588,1073
ENST00000472718.5,510,2.346869912683143,2850
ENST00000472718.5,511,2.346869912683143,2850
ENST00000472718.5,512,2.346869912683143,2850
ENST00000472718.5,535,1.7834381096900065,1523
ENST00000457607.1,195,4.104408352668212,1161
ENST00000457607.1,207,2.1775040183957834,1611
ENST00000457607.1,209,2.2974169741697406,1106
ENST00000471082.1,231,0.4825203252032522,2205
ENST00000471082.1,232,1.3744163878965907,4983
ENST00000471082.1,234,1.991570330643196,2826
ENST00000471082.1,235,0.4927837573385518,1293
ENST00000471082.1,236,1.354663329724329,3195
ENST00000470959.1,28,2.04854104172348,1010
ENST00000470959.1,53,1.6054184549356223,1148
ENST00000470959.1,67,2.006388888888889,1147
ENST00000470959.1,70,1.7236467236467234,1210
ENST00000470959.1,119,2.2002677100494235,1862
ENST00000470959.1,120,1.9229701667454813,6797
ENST00000470959.1,121,1.8142334026568736,9346
ENST00000470959.1,122,1.8142334026568736,9346
ENST00000470959.1,123,1.6789103019739455,8487
ENST00000457607.1,856,1.8424242424242423,1002
ENST00000457607.1,1661,2.3057385003823483,1512
ENST00000457607.1,1662,2.2270300069044344,1162
ENST00000457607.1,2183,3.1915889269251987,1233
ENST00000474183.1,38,0.3398553451231239,1206
ENST00000474183.1,40,0.3398553451231239,1206
ENST00000474183.1,931,0.9908730885116666,1207
ENST00000457607.1,3336,2.2120688167883347,1572
ENST00000477624.1,126,0.6208060556464812,1336
ENST00000477624.1,128,1.142443370407514,1846
ENST00000477624.1,230,0.9745632348093616,2270
ENST00000477624.1,231,1.329859973046865,3258
ENST00000356401.9,272,2.8343695002676355,1819
ENST00000356401.9,1264,1.3585348203242549,1464
ENST00000356401.9,1266,1.2569093827520794,1025
ENST00000356401.9,2058,8.20958544368608,1667
ENST00000395474.7,1377,7.282342426854623,1230
ENST00000395474.7,1378,6.706130010752847,1443
ENST00000395474.7,2550,2.7700807271149475,1052
ENST00000326925.11,299,0.3332146671413314,1373
ENST00000326925.11,301,0.3332146671413314,1373
ENST00000326925.11,543,3.6228992256326658,1360
ENST00000308775.7,2965,1.3030078895463508,1221
ENST00000308775.7,3518,7.459301975224025,2575
ENST00000308775.7,3519,6.49891156462585,2024
ENST00000308775.7,3520,8.20068468240199,3740
ENST00000308775.7,3550,3.0523284831231496,1788
ENST00000308775.7,4256,0.982406575060999,1515
ENST00000308775.7,4258,1.2885760987400203,1778
ENST00000308775.7,4639,68.44280683696644,1972
ENST00000296456.10,693,0.5613168724279836,1112
ENST00000296456.10,1084,2.9102247284446667,1258
ENST00000296456.10,1291,1.1896467547637724,2035
ENST00000296456.10,1957,0.4519561028734189,1347
ENST00000296456.10,1958,1.3540580283258663,2058
ENST00000296456.10,2007,2.3944687045123727,1020
ENST00000296456.10,2008,2.8346966292134828,1027
ENST00000296456.10,2009,2.3944687045123727,1020
ENST00000296456.10,2010,2.8346966292134828,1027
ENST00000296456.10,2104,1.5315801735560206,1704
ENST00000296456.10,2174,1.5899074697596132,2186
ENST00000296456.10,2175,1.1909851860773215,1599
ENST00000296456.10,2208,2.0579901153212523,1646
ENST00000296456.10,2209,2.0579901153212523,1646
ENST00000347869.8,2762,1.642102961724884,1464
ENST00000347869.8,2764,2.547330376873765,1563
ENST00000347869.8,2785,3.1597791236195225,1056
ENST00000347869.8,2786,3.1597791236195225,1056
ENST00000313601.11,190,1.2547033049903753,1086
ENST00000313601.11,213,1.9990221241613269,2117
ENST00000313601.11,214,2.078875416072278,2098
ENST00000313601.11,216,1.9351388716874252,2691
ENST00000313601.11,232,2.602833352171171,2439
ENST00000313601.11,354,1.207565751796291,1064
ENST00000313601.11,357,1.5304751930352911,2915
ENST00000313601.11,358,2.086312091704672,2293
ENST00000313601.11,360,2.270569309611658,3356
ENST00000313601.11,361,2.3025851083027056,2779
ENST00000313601.11,367,1.6515318060160102,2044
ENST00000313601.11,532,2.1396101956034985,1001
ENST00000313601.11,598,2.4808673469387754,1224
ENST00000313601.11,599,2.4808673469387754,1224
ENST00000313601.11,630,0.3029410582262405,1194
ENST00000313601.11,903,2.462633178635892,2222
ENST00000313601.11,911,0.4920332231545046,1118
ENST00000313601.11,912,0.9716589116478382,1829
ENST00000616701.5,774,1.7100503855976965,1720
ENST00000616701.5,1022,0.8478381156603814,1248
ENST00000616701.5,1666,0.26494345579180184,1033
ENST00000616701.5,2594,5.432101284652419,1722
ENST00000528157.7,61,1.843281885206596,1140
ENST00000528157.7,100,0.25087520100683525,1364
ENST00000528157.7,217,2.2101873536299768,1029
ENST00000528157.7,236,2.7420413990007138,1151
ENST00000528157.7,264,1.9251989581127789,2704
ENST00000528157.7,307,2.2510835913312692,1039
ENST00000528157.7,311,1.4575070821529743,1733
ENST00000528157.7,314,2.0348338035079108,1893
ENST00000528157.7,359,0.5825621746674379,2329
ENST00000528157.7,365,1.505704830791772,3183
ENST00000528157.7,366,1.4328306765046714,9281
ENST00000528157.7,367,1.5500657914263385,4047
ENST00000528157.7,368,1.3022906674175194,6002
ENST00000528157.7,369,0.5501789549033643,1548
ENST00000528157.7,370,1.4700195822588855,22507
ENST00000528157.7,371,1.423495527494152,23137
ENST00000528157.7,372,1.6527581966382423,13875
ENST00000528157.7,373,1.133712247854675,5171
ENST00000528157.7,374,1.5896580982001314,11695
ENST00000528157.7,376,1.6518315362105176,12715
ENST00000528157.7,378,1.4722780941951883,23622
ENST00000528157.7,379,1.4491654007625714,19381
ENST00000528157.7,380,1.6400332141195069,21158
ENST00000528157.7,382,1.517445049304752,35072
ENST00000528157.7,383,1.5541428429251256,22982
ENST00000528157.7,516,2.1933365758754864,1134
ENST00000528157.7,541,2.0001036054703687,1221
ENST00000528157.7,559,1.8827907612274968,2500
ENST00000528157.7,768,3.1749099684169013,1338
ENST00000484952.6,410,2.2874493927125505,1038
ENST00000484952.6,619,2.8617768540307478,1030
ENST00000484952.6,739,0.2473685488934745,1422
ENST00000484952.6,740,0.3066027131237584,2012
ENST00000484952.6,930,2.2850140056022408,1363
ENST00000484952.6,932,2.2850140056022408,1363
ENST00000484952.6,1145,0.3635616744221904,1031
ENST00000484952.6,1277,2.7869951384833667,1597
ENST00000484952.6,1580,8.785729712978199,1506
